cell_type,n_cells,model,pseudobulk_pearson,pseudobulk_rmse_log1p,encoder,species,organ,target,seed,ratio,n_genes
macrophage.,1042,image,0.1622381657361984,0.2212043702602386,conch,human,breast,HBCH024,0,1.0,192
macrophage.,1042,train_mean,0.0954836308956146,0.2430096417665481,conch,human,breast,HBCH024,0,1.0,192
mast cell.,49,image,0.242808386683464,0.2119738608598709,conch,human,breast,HBCH024,0,1.0,192
mast cell.,49,train_mean,0.1894223392009735,0.2401298284530639,conch,human,breast,HBCH024,0,1.0,192
microglial cell.,62,image,0.0938919112086296,0.2006359547376632,conch,human,breast,HBCH024,0,1.0,192
microglial cell.,62,train_mean,0.0537675097584724,0.24736388027668,conch,human,breast,HBCH024,0,1.0,192
myeloid cell.,45,image,0.1049127653241157,0.2015452086925506,conch,human,breast,HBCH024,0,1.0,192
myeloid cell.,45,train_mean,0.0374810509383678,0.2451093792915344,conch,human,breast,HBCH024,0,1.0,192
native cell.,99,image,0.7464288473129272,0.2794346809387207,conch,human,breast,HBCH024,0,1.0,192
native cell.,99,train_mean,0.6381235718727112,0.2158247679471969,conch,human,breast,HBCH024,0,1.0,192
natural killer cell.,37,image,0.1934411972761154,0.1967214792966842,conch,human,breast,HBCH024,0,1.0,192
natural killer cell.,37,train_mean,0.0718245357275009,0.2452446967363357,conch,human,breast,HBCH024,0,1.0,192
neutrophil.,148,image,0.1742750704288482,0.2155748605728149,conch,human,breast,HBCH024,0,1.0,192
neutrophil.,148,train_mean,0.0734670385718345,0.2425981312990188,conch,human,breast,HBCH024,0,1.0,192
oligodendrocyte.,23,image,0.0965520292520523,0.2099978029727935,conch,human,breast,HBCH024,0,1.0,192
oligodendrocyte.,23,train_mean,0.0984159409999847,0.2493192255496978,conch,human,breast,HBCH024,0,1.0,192
plasma cell.,96,image,0.3832974433898926,0.2479286789894104,conch,human,breast,HBCH024,0,1.0,192
plasma cell.,96,train_mean,0.347679853439331,0.2386959046125412,conch,human,breast,HBCH024,0,1.0,192
smooth muscle cell.,38,image,0.2432042509317398,0.2245802581310272,conch,human,breast,HBCH024,0,1.0,192
smooth muscle cell.,38,train_mean,0.1936379671096801,0.2382323145866394,conch,human,breast,HBCH024,0,1.0,192
stromal cell.,1057,image,0.4783886075019836,0.2280435413122177,conch,human,breast,HBCH024,0,1.0,192
stromal cell.,1057,train_mean,0.5341241955757141,0.2332772016525268,conch,human,breast,HBCH024,0,1.0,192
"Analyze the following list of 200 genes sorted by decreasing expression levels in a Human cell and determine its cell type.
Cell sentence:.
Based on these genes, the corresponding cell type is: neuron.",35,image,,0.1979221403598785,conch,human,breast,HBCH024,1,1.0,192
"Analyze the following list of 200 genes sorted by decreasing expression levels in a Human cell and determine its cell type.
Cell sentence:.
Based on these genes, the corresponding cell type is: neuron.",35,train_mean,,0.25054931640625,conch,human,breast,HBCH024,1,1.0,192
B cell.,149,image,0.0755267739295959,0.1779787838459015,conch,human,breast,HBCH024,1,1.0,192
B cell.,149,train_mean,-0.0680212825536727,0.2487321496009826,conch,human,breast,HBCH024,1,1.0,192
"Below is a list of 200 gene names in order of descending expression level from a Human cell. Based on this, predict what the cell type of this cell is.
Cell sentence:.
These genes are most likely associated with cell type: neuron.",29,image,,0.1780934184789657,conch,human,breast,HBCH024,1,1.0,192
"Below is a list of 200 gene names in order of descending expression level from a Human cell. Based on this, predict what the cell type of this cell is.
Cell sentence:.
These genes are most likely associated with cell type: neuron.",29,train_mean,,0.25054931640625,conch,human,breast,HBCH024,1,1.0,192
"Below is a list of 200 gene names sorted by descending expression in a Human cell. Determine the cell type of this cell from its expressed genes.
Cell sentence:.
The associated cell type for these genes appears to be: neuron.",29,image,,0.1878881752490997,conch,human,breast,HBCH024,1,1.0,192
"Below is a list of 200 gene names sorted by descending expression in a Human cell. Determine the cell type of this cell from its expressed genes.
Cell sentence:.
The associated cell type for these genes appears to be: neuron.",29,train_mean,,0.25054931640625,conch,human,breast,HBCH024,1,1.0,192
"Below is a list of 200 genes ordered by descending expression in a Human cell. Use this information to determine the cell type.
Cell sentence:.
These genes suggest the cell type is most likely: neuron.",43,image,,0.1928228139877319,conch,human,breast,HBCH024,1,1.0,192
"Below is a list of 200 genes ordered by descending expression in a Human cell. Use this information to determine the cell type.
Cell sentence:.
These genes suggest the cell type is most likely: neuron.",43,train_mean,,0.2505493462085724,conch,human,breast,HBCH024,1,1.0,192
"CD4-positive, alpha-beta T cell.",213,image,0.152860626578331,0.1814773827791214,conch,human,breast,HBCH024,1,1.0,192
"CD4-positive, alpha-beta T cell.",213,train_mean,-0.0077851302921772,0.2484293431043625,conch,human,breast,HBCH024,1,1.0,192
"CD8-positive, alpha-beta T cell.",456,image,0.1103736385703086,0.1839133501052856,conch,human,breast,HBCH024,1,1.0,192
"CD8-positive, alpha-beta T cell.",456,train_mean,-0.0299388505518436,0.2478045225143432,conch,human,breast,HBCH024,1,1.0,192
"Examine the list of 200 gene names sorted by decreasing expression in a Human cell, and from this, identify its cell type.
Cell sentence:.
These genes are commonly found in cell type: neuron.",31,image,,0.182690218091011,conch,human,breast,HBCH024,1,1.0,192
"Examine the list of 200 gene names sorted by decreasing expression in a Human cell, and from this, identify its cell type.
Cell sentence:.
These genes are commonly found in cell type: neuron.",31,train_mean,,0.25054931640625,conch,human,breast,HBCH024,1,1.0,192
"From the list of 200 gene names ordered by decreasing expression level in a Human cell, infer the cell type of the cell.
Cell sentence:.
These genes suggest the cell type is most likely: neuron.",33,image,,0.1924129277467727,conch,human,breast,HBCH024,1,1.0,192
"From the list of 200 gene names ordered by decreasing expression level in a Human cell, infer the cell type of the cell.
Cell sentence:.
These genes suggest the cell type is most likely: neuron.",33,train_mean,,0.25054931640625,conch,human,breast,HBCH024,1,1.0,192
"From the list of 200 gene names sorted by decreasing expression levels in a Human cell, predict the cell type.
Cell sentence:.
The genes provided are most commonly expressed in cell type: neuron.",34,image,,0.1752079725265503,conch,human,breast,HBCH024,1,1.0,192
"From the list of 200 gene names sorted by decreasing expression levels in a Human cell, predict the cell type.
Cell sentence:.
The genes provided are most commonly expressed in cell type: neuron.",34,train_mean,,0.25054931640625,conch,human,breast,HBCH024,1,1.0,192
GABAergic neuron.,175,image,0.2026336044073104,0.2173989713191986,conch,human,breast,HBCH024,1,1.0,192
GABAergic neuron.,175,train_mean,0.2075298279523849,0.2491299659013748,conch,human,breast,HBCH024,1,1.0,192
"Given the list of 200 gene names ordered by descending expression level from a Human cell, identify the cell type.
Cell sentence:.
The probable cell type for these genes is: neuron.",29,image,,0.1889629364013672,conch,human,breast,HBCH024,1,1.0,192
"Given the list of 200 gene names ordered by descending expression level from a Human cell, identify the cell type.
Cell sentence:.
The probable cell type for these genes is: neuron.",29,train_mean,,0.25054931640625,conch,human,breast,HBCH024,1,1.0,192
"Here is a list of 200 genes in order of descending expression level from a Human cell. Identify the cell type of this cell based on this information.
Cell sentence:.
The expected cell type based on these genes is: neuron.",33,image,,0.1986699998378753,conch,human,breast,HBCH024,1,1.0,192
"Here is a list of 200 genes in order of descending expression level from a Human cell. Identify the cell type of this cell based on this information.
Cell sentence:.
The expected cell type based on these genes is: neuron.",33,train_mean,,0.25054931640625,conch,human,breast,HBCH024,1,1.0,192
"Here is a list of 200 genes ordered by expression level in a Human cell. Based on this information, identify the cell type.
Cell sentence:.
Based on the expression levels, the cell type would likely be: neuron.",33,image,,0.1891647279262542,conch,human,breast,HBCH024,1,1.0,192
"Here is a list of 200 genes ordered by expression level in a Human cell. Based on this information, identify the cell type.
Cell sentence:.
Based on the expression levels, the cell type would likely be: neuron.",33,train_mean,,0.25054931640625,conch,human,breast,HBCH024,1,1.0,192
T cell.,565,image,0.133510410785675,0.1804022192955017,conch,human,breast,HBCH024,1,1.0,192
T cell.,565,train_mean,-0.01050516217947,0.247088074684143,conch,human,breast,HBCH024,1,1.0,192
"The 200 gene names below are arranged by descending expression level in a Human cell. Determine the cell type of this cell.
Cell sentence:.
The cell type that these genes are most commonly linked with is: neuron.",34,image,,0.1713126003742218,conch,human,breast,HBCH024,1,1.0,192
"The 200 gene names below are arranged by descending expression level in a Human cell. Determine the cell type of this cell.
Cell sentence:.
The cell type that these genes are most commonly linked with is: neuron.",34,train_mean,,0.25054931640625,conch,human,breast,HBCH024,1,1.0,192
"The 200 gene names below are listed by descending expression level in a Human cell. Predict the cell type based on this information.
Cell sentence:.
These genes are indicative of cell type: neuron.",36,image,,0.1560319811105728,conch,human,breast,HBCH024,1,1.0,192
"The 200 gene names below are listed by descending expression level in a Human cell. Predict the cell type based on this information.
Cell sentence:.
These genes are indicative of cell type: neuron.",36,train_mean,,0.25054931640625,conch,human,breast,HBCH024,1,1.0,192
"The 200 gene names below are listed by descending expression levels in a Human cell. Based on this, predict the cell type.
Cell sentence:.
The cell type corresponding to these genes is: neuron.",34,image,,0.1923594623804092,conch,human,breast,HBCH024,1,1.0,192
"The 200 gene names below are listed by descending expression levels in a Human cell. Based on this, predict the cell type.
Cell sentence:.
The cell type corresponding to these genes is: neuron.",34,train_mean,,0.25054931640625,conch,human,breast,HBCH024,1,1.0,192
"The following is a list of 200 gene names ordered by descending expression level in a Human cell. Your task is to give the cell type which this cell belongs to based on its gene expression.
Cell sentence:.
The cell type corresponding to these genes is: neuron.",38,image,,0.1894573420286178,conch,human,breast,HBCH024,1,1.0,192
"The following is a list of 200 gene names ordered by descending expression level in a Human cell. Your task is to give the cell type which this cell belongs to based on its gene expression.
Cell sentence:.
The cell type corresponding to these genes is: neuron.",38,train_mean,,0.25054931640625,conch,human,breast,HBCH024,1,1.0,192
"The following list contains 200 gene names ordered by descending expression level in a Human cell. Deduce the cell type based on this.
Cell sentence:.
These genes typically correspond to cell type: CD74 MALAT1 RPLP1 RPL41 RPL10 RPS12 RPL13 RPL32 RPS18 RPL18A RPL28 RPS8 RPL19 RPS23 RPS19 RPL11 RPS27A RPL30 RPS15A RPS3A RPL39 RPS28 RPS15 RPL12 RPS27 RPL8 RPL29 RPS13 RPL7A RPS3 RPL34 RPS14 RPL18 RPS7 RPLP0 RPL35A RPS5 RPLP2 RPS24 RPL37 RPS4X RPL3 RPS21 RPL36 RPS6 RPL5 RPL14 RPS25 RPL35 RPS9 RPL6 RPL15 RPL9 RPSA RPL21 RPL10A RPL23A RPS2 RPL24 RPL37A RPS16 RPL13A RPL22 RPS29 EEF1B2 RPL7 RACK1 RPL4 RPL31 RPL27 RPS26 RPL38 RPL26 RPS11 RPL27A TPT1 RPS20 EEF1D NACA RPL23 PTMA RPS4Y1 FAU RPL17 TMSB10 EEF2 UBA52 RPL36A PFDN5 EEF1G B2M RPS17 TMSB4X FTL ACTB HLA-DRA HLA-DRB1 HLA-DPA1 HLA-DPB1 HLA-B EIF1 PABPC1 CD37 HLA-DQA1 HLA-C BTF3 COX4I1 NPM1 HLA-DRB5 HLA-DQB1 HNRNPA1 PFN1 CD79A FTH1 H3-3B NME2 TOMM7 HLA-DMA H3-3A RPL36AL HLA-E RPL22L1 EIF3E PPDPF TMA7 EIF3F CD52 RPS10 EIF3K RPL36AL HLA-A EIF3H NOP53 RPS4Y2 HINT1 RPL35 PPIA UBC EIF3L EIF3F PNRC1 EIF3K RPS15P4 RPL8 TSC22D3 HNRNPA2B1 EIF3H SERF2 RPL23 ATP5MC2 RPL31-AS1 EIF4A2 RPL7P9 ATP5F1E NAP1L1 RPL10P9 UQCRH EIF3G EIF3M SLC25A6 EIF3D PSMB9 TMEM258 RPS3AP6 UQCRB RPL22L2 RPL36P2 RPSAP9 EIF3E-AS1 RPL10P6 RPL13AP5 EIF4A1 RPL26P19 RPSAP9 PSMB1 ATP5MG RPL3P4 RPL9P9 RPSAP8 RPSAP4 SNHG29 RPL26P6 RPL24P8 RPSAP2 RPL13AP25 RPSAP18 RPL15P2 RPL37P2 RPSAP6 RPL13AP7.
These genes typically correspond to cell type: memory B cell.",24,image,,0.1829270124435424,conch,human,breast,HBCH024,1,1.0,192
"The following list contains 200 gene names ordered by descending expression level in a Human cell. Deduce the cell type based on this.
Cell sentence:.
These genes typically correspond to cell type: CD74 MALAT1 RPLP1 RPL41 RPL10 RPS12 RPL13 RPL32 RPS18 RPL18A RPL28 RPS8 RPL19 RPS23 RPS19 RPL11 RPS27A RPL30 RPS15A RPS3A RPL39 RPS28 RPS15 RPL12 RPS27 RPL8 RPL29 RPS13 RPL7A RPS3 RPL34 RPS14 RPL18 RPS7 RPLP0 RPL35A RPS5 RPLP2 RPS24 RPL37 RPS4X RPL3 RPS21 RPL36 RPS6 RPL5 RPL14 RPS25 RPL35 RPS9 RPL6 RPL15 RPL9 RPSA RPL21 RPL10A RPL23A RPS2 RPL24 RPL37A RPS16 RPL13A RPL22 RPS29 EEF1B2 RPL7 RACK1 RPL4 RPL31 RPL27 RPS26 RPL38 RPL26 RPS11 RPL27A TPT1 RPS20 EEF1D NACA RPL23 PTMA RPS4Y1 FAU RPL17 TMSB10 EEF2 UBA52 RPL36A PFDN5 EEF1G B2M RPS17 TMSB4X FTL ACTB HLA-DRA HLA-DRB1 HLA-DPA1 HLA-DPB1 HLA-B EIF1 PABPC1 CD37 HLA-DQA1 HLA-C BTF3 COX4I1 NPM1 HLA-DRB5 HLA-DQB1 HNRNPA1 PFN1 CD79A FTH1 H3-3B NME2 TOMM7 HLA-DMA H3-3A RPL36AL HLA-E RPL22L1 EIF3E PPDPF TMA7 EIF3F CD52 RPS10 EIF3K RPL36AL HLA-A EIF3H NOP53 RPS4Y2 HINT1 RPL35 PPIA UBC EIF3L EIF3F PNRC1 EIF3K RPS15P4 RPL8 TSC22D3 HNRNPA2B1 EIF3H SERF2 RPL23 ATP5MC2 RPL31-AS1 EIF4A2 RPL7P9 ATP5F1E NAP1L1 RPL10P9 UQCRH EIF3G EIF3M SLC25A6 EIF3D PSMB9 TMEM258 RPS3AP6 UQCRB RPL22L2 RPL36P2 RPSAP9 EIF3E-AS1 RPL10P6 RPL13AP5 EIF4A1 RPL26P19 RPSAP9 PSMB1 ATP5MG RPL3P4 RPL9P9 RPSAP8 RPSAP4 SNHG29 RPL26P6 RPL24P8 RPSAP2 RPL13AP25 RPSAP18 RPL15P2 RPL37P2 RPSAP6 RPL13AP7.
These genes typically correspond to cell type: memory B cell.",24,train_mean,,0.25054931640625,conch,human,breast,HBCH024,1,1.0,192
astrocyte.,163,image,0.4064737260341644,0.2261202931404113,conch,human,breast,HBCH024,1,1.0,192
astrocyte.,163,train_mean,0.3838797211647033,0.2490175664424896,conch,human,breast,HBCH024,1,1.0,192
cortical cell of adrenal gland.,67,image,0.5311734080314636,0.2362586855888366,conch,human,breast,HBCH024,1,1.0,192
cortical cell of adrenal gland.,67,train_mean,0.498194545507431,0.2453323155641555,conch,human,breast,HBCH024,1,1.0,192
cultured cell.,228,image,0.7346138954162598,0.2528102397918701,conch,human,breast,HBCH024,1,1.0,192
cultured cell.,228,train_mean,0.6522740721702576,0.2260978072881698,conch,human,breast,HBCH024,1,1.0,192
endothelial cell of lymphatic vessel.,97,image,0.6769722104072571,0.2320855557918548,conch,human,breast,HBCH024,1,1.0,192
endothelial cell of lymphatic vessel.,97,train_mean,0.6428074836730957,0.2335517108440399,conch,human,breast,HBCH024,1,1.0,192
endothelial cell of vascular tree.,336,image,0.750281035900116,0.2448545694351196,conch,human,breast,HBCH024,1,1.0,192
endothelial cell of vascular tree.,336,train_mean,0.6946359276771545,0.2257338464260101,conch,human,breast,HBCH024,1,1.0,192
endothelial cell.,3013,image,0.6812661290168762,0.2240283489227295,conch,human,breast,HBCH024,1,1.0,192
endothelial cell.,3013,train_mean,0.6292933821678162,0.2372962087392807,conch,human,breast,HBCH024,1,1.0,192
enterocyte.,25,image,0.738254725933075,0.288836121559143,conch,human,breast,HBCH024,1,1.0,192
enterocyte.,25,train_mean,0.6176384091377258,0.2030231207609176,conch,human,breast,HBCH024,1,1.0,192
epithelial cell of lower respiratory tract.,743,image,0.7839380502700806,0.3046801686286926,conch,human,breast,HBCH024,1,1.0,192
epithelial cell of lower respiratory tract.,743,train_mean,0.6556003093719482,0.1877838224172592,conch,human,breast,HBCH024,1,1.0,192
epithelial cell of proximal tubule.,208,image,0.779052734375,0.2846216261386871,conch,human,breast,HBCH024,1,1.0,192
epithelial cell of proximal tubule.,208,train_mean,0.6503657698631287,0.1970622688531875,conch,human,breast,HBCH024,1,1.0,192
epithelial cell.,70,image,0.7579158544540405,0.3004465997219085,conch,human,breast,HBCH024,1,1.0,192
epithelial cell.,70,train_mean,0.6345176100730896,0.1957477331161499,conch,human,breast,HBCH024,1,1.0,192
erythroblast.,121,image,0.2678724229335785,0.2154906690120697,conch,human,breast,HBCH024,1,1.0,192
erythroblast.,121,train_mean,0.1891227811574936,0.2446753084659576,conch,human,breast,HBCH024,1,1.0,192
fibroblast of cardiac tissue.,25,image,0.4443897306919098,0.2434659004211425,conch,human,breast,HBCH024,1,1.0,192
fibroblast of cardiac tissue.,25,train_mean,0.3597151637077331,0.239862859249115,conch,human,breast,HBCH024,1,1.0,192
fibroblast.,352,image,0.4731314778327942,0.229281336069107,conch,human,breast,HBCH024,1,1.0,192
fibroblast.,352,train_mean,0.4769758582115173,0.2264768183231353,conch,human,breast,HBCH024,1,1.0,192
glutamatergic neuron.,833,image,0.363901823759079,0.2205302268266677,conch,human,breast,HBCH024,1,1.0,192
glutamatergic neuron.,833,train_mean,0.3737448751926422,0.2501133382320404,conch,human,breast,HBCH024,1,1.0,192
goblet cell.,103,image,0.7737771272659302,0.3075383007526397,conch,human,breast,HBCH024,1,1.0,192
goblet cell.,103,train_mean,0.6379798054695129,0.186321884393692,conch,human,breast,HBCH024,1,1.0,192
